id,Source name,R.A.,Dec,Radio flux d.,Fermi flux,Log nu_peak,Redshift,Original catalog
254,5BZBJ0057-2212 ,00 57 19.25,-22 12 37.0,98,0,0,0,5BZCAT
255,3HSPJ005758.3+632639.3,00 57 58.37,+63 26 39.29,4.6,2.71e-12,16.8,0.18,3HSP
256,4FGLJ0057.7+3023 ,00 57 48.88,+30 21 08.78,773.1,3.91e-12,0,0,Fermi 4LAC
257,5BZQJ0058-0539 ,00 58 05.05,-05 39 52.3,742,6.11e-12,0,1.246,5BZCAT
258,3HSPJ005808.2-002417.7,00 58 08.2,-00 24 17.71,3.9,0,16.2,0.6,3HSP
259,5BZBJ0058+1723 ,00 58 16.78,+17 23 13.41,9,0,17.4,0,5BZCAT
260,5BZBJ0058-3234 ,00 58 02.21,-32 34 20.6,186,1.24e-11,0,0,5BZCAT
261,3HSPJ005813.7-142929.1,00 58 13.79,-14 29 29.11,9.4,0,16.7,0.3,3HSP
262,5BZUJ0058+3311 ,00 58 32.04,+33 11 17.41,161,3.05e-12,0,1.369,5BZCAT
263,5BZQJ0058+0620 ,00 58 33.78,+06 20 06.39,90,0,0,0.592,5BZCAT
264,4FGLJ0058.6-1140 ,00 58 32.36,-11 40 50.48,21,1.42e-12,0,0,Fermi 4LAC
265,5BZQJ0059+0006 ,00 59 05.51,+00 06 51.69,2510,2.37e-12,0,0.719,5BZCAT
266,5BZUJ0058-5659 ,00 58 46.56,-56 59 11.5,485,5.23e-12,0,0,5BZCAT
267,5BZGJ0059-0150 ,00 59 16.91,-01 50 17.69,18,2.56e-12,17.7,0.114,5BZCAT
268,5BZBJ0058-5219 ,00 58 55.85,-52 19 27.98,86,0,0,0,5BZCAT
269,3HSPJ005931.4-351049.1,00 59 31.45,-35 10 49.11,102.9,1.85e-12,16.3,0.31,3HSP
270,3HSPJ010010.7-023451.6,01 00 10.72,-02 34 51.59,11.6,0,16.8,0.199,3HSP
271,5BZUJ0100+0745 ,01 00 20.8,+07 45 51.4,99,1.31e-11,0,0,5BZCAT
272,5BZQJ0100-3337 ,01 00 09.29,-33 37 32.19,70,0,0,0.874,5BZCAT
273,5BZQJ0100+3345 ,01 00 38.28,+33 45 06.08,84,0,0,2.144,5BZCAT
274,5BZBJ0100-0055 ,01 00 58.18,-00 55 47.31,33,2.09e-12,0,0,5BZCAT
275,3HSPJ010116.2+273058.0,01 01 16.26,+27 30 57.99,4.6,0,16.7,0.5,3HSP
276,4FGLJ0102.0+1639 ,01 01 57.71,+16 39 40.89,256.3,1.85e-12,0,0,Fermi 4LAC
277,3HSPJ010142.0-545547.4,01 01 42.0,-54 55 47.38,24.2,9.33e-13,16,0.28,3HSP
278,5BZQJ0102+4214 ,01 02 27.11,+42 14 19.21,43,7.91e-12,0,0.874,5BZCAT
279,4FGLJ0102.4+0942 ,01 02 17.1,+09 44 09.49,11.5,2.29e-12,0,0,Fermi 4LAC
280,5BZUJ0102+5824 ,01 02 45.76,+58 24 11.01,849,4.73e-11,0,0.644,5BZCAT
281,4FGLJ0102.6-5639 ,01 02 10.44,-56 37 04.4,164.1,2.24e-12,0,0,Fermi 4LAC
282,4FGLJ0103.1+4954 ,01 03 15.68,+49 59 28.39,68.6,3.1e-12,0,0,Fermi 4LAC
283,3HSPJ010250.9-200158.1,01 02 50.93,-20 01 58.0,64.9,9.89e-13,16.3,0.27,3HSP
284,3HSPJ010325.8+533713.4,01 03 25.87,+53 37 13.4,30.9,6.89e-12,16.5,0.15,3HSP
285,5BZQJ0102-2646 ,01 02 56.34,-26 46 36.08,291,0,0,1.597,5BZCAT
286,5BZGJ0103+4322 ,01 03 28.85,+43 22 59.91,40,0,0,0,5BZCAT
287,5BZGJ0103+1526 ,01 03 25.99,+15 26 24.68,225,2.35e-12,15,0.246,5BZCAT
288,5BZQJ0102-7546 ,01 02 18.59,-75 46 50.98,184,2.91e-12,0,1.017,5BZCAT
289,3HSPJ010353.2+351322.7,01 03 53.22,+35 13 22.58,4.1,0,16.1,0.45,3HSP
290,3FGLJ0103.7+1323 ,01 03 45.73,+13 23 45.2,52,3.54e-12,0,0,Fermi 3LAC
291,5BZQJ0102-8012 ,01 02 14.81,-80 12 39.38,113,0,0,1.169,5BZCAT
292,5BZUJ0103-6439 ,01 03 33.71,-64 39 07.59,153,0,0,0.163,5BZCAT
293,3HSPJ010501.8+503320.0,01 05 01.86,+50 33 20.01,11.9,0,16.6,0.26,3HSP
294,5BZBJ0105+3928 ,01 05 09.29,+39 28 15.31,91,6.63e-12,0,0.44,5BZCAT
295,5BZQJ0104-2416 ,01 04 58.19,-24 16 28.41,235,6.5e-12,0,1.747,5BZCAT
296,3HSPJ010547.1+393922.1,01 05 47.17,+39 39 22.1,4.9,0,16.3,0.45,3HSP
297,3HSPJ010528.1-171222.3,01 05 28.12,-17 12 22.28,7,0,16.8,0.147,3HSP
298,5BZUJ0106+3402 ,01 06 00.29,+34 02 02.9,348,0,0,0.579,5BZCAT
299,5BZGJ0106+2539 ,01 06 10.97,+25 39 30.38,130,0,0,0.199,5BZCAT
300,5BZQJ0106-0155 ,01 06 22.98,-01 55 38.31,603,0,0,2.194,5BZCAT
301,5BZQJ0106-2718 ,01 06 26.08,-27 18 11.8,455,0,0,2.486,5BZCAT
302,5BZQJ0106-1034 ,01 06 44.15,-10 34 10.3,276,0,0,0.469,5BZCAT
303,5BZQJ0106-4034 ,01 06 45.11,-40 34 19.88,662,0,0,0.584,5BZCAT
304,4FGLJ0107.3-1210 ,01 07 11.77,-12 11 23.71,59.9,2.75e-12,0,0,Fermi 3LAC
305,4FGLJ0106.9-4832 ,01 06 55.66,-48 31 29.31,64.1,1.1e-12,0,0,Fermi 4LAC
306,5BZQJ0107+2611 ,01 07 47.88,+26 11 08.48,190,0,0,0.522,5BZCAT
307,5BZQJ0108-0037 ,01 08 26.82,-00 37 24.2,933,3.87e-12,0,1.374,5BZCAT
308,5BZQJ0108+0135 ,01 08 38.76,+01 35 00.31,2621,1.16e-10,0,2.099,5BZCAT
309,5BZBJ0109+1816 ,01 09 08.16,+18 16 07.5,90,7.25e-12,0,0,5BZCAT
310,4FGLJ0109.3+2401 ,01 09 14.65,+24 00 34.41,56.6,2e-12,0,0,Fermi 4LAC
311,5BZQJ0109+6133 ,01 09 46.32,+61 33 30.38,305,3.53e-11,0,0.783,5BZCAT
312,5BZUJ0110+6805 ,01 10 12.85,+68 05 41.2,1715,2.58e-11,0,0,5BZCAT
313,5BZGJ0110+4149 ,01 10 04.79,+41 49 50.91,85,0,15.9,0.096,5BZCAT
314,3HSPJ011009.7+042420.4,01 10 09.72,+04 24 20.41,62.1,0,16.5,0.393,3HSP
315,5BZBJ0110-0047 ,01 10 12.66,-00 47 46.71,29,0,0,0.548,5BZCAT
316,3HSPJ010956.5-402050.9,01 09 56.57,-40 20 50.78,96,2.28e-12,16.5,0.313,3HSP
317,5BZBJ0110-0415 ,01 10 30.89,-04 15 30.99,164,0,0,0,5BZCAT
318,4FGLJ0110.9+4344 ,01 11 00.54,+43 45 39.49,31.8,1.69e-12,0,0,Fermi 4LAC
319,5BZQJ0110-1648 ,01 10 35.51,-16 48 27.68,106,0,0,0.78,5BZCAT
320,5BZQJ0110-0741 ,01 10 50.02,-07 41 41.1,846,0,0,1.779,5BZCAT
321,5BZBJ0110-1255 ,01 10 49.97,-12 55 03.5,17,2.45e-12,17.2,0.234,5BZCAT
322,5BZUJ0111+3906 ,01 11 37.31,+39 06 28.11,429,0,0,0.668,5BZCAT
323,5BZBJ0111+0536 ,01 11 30.18,+05 36 27.21,16,1.63e-12,17,0.346,5BZCAT
324,4FGLJ0111.5-2546 ,01 11 30.73,-25 45 31.21,103.8,1.83e-12,0,0,Fermi 4LAC
325,5BZBJ0112+2244 ,01 12 05.81,+22 44 38.79,385,7.51e-11,0,0.265,5BZCAT
326,5BZQJ0112+3522 ,01 12 12.94,+35 22 19.3,399,0,0,0.45,5BZCAT
327,5BZQJ0111-1317 ,01 11 56.86,-13 17 01.1,256,0,0,2.42,5BZCAT
328,5BZQJ0112+3818 ,01 12 18.05,+38 18 56.91,58,0,0,0.333,5BZCAT
329,5BZQJ0112+2020 ,01 12 10.19,+20 20 21.8,471,0,0,0.746,5BZCAT
330,5BZQJ0112+3208 ,01 12 50.33,+32 08 17.3,685,2.91e-11,0,0.603,5BZCAT
331,4FGLJ0112.1-0321 ,01 12 39.12,-03 28 41.8,142.5,0,0,0,Fermi 4LAC
332,5BZBJ0112-3201 ,01 12 32.76,-32 01 42.09,4,0,16.4,0,5BZCAT
333, 3FGLJ0113.0-3554 ,01 12 38.65,-35 51 28.4,0,3.54e-12,0,0,Fermi 3LAC
334,5BZQJ0113+4948 ,01 13 26.99,+49 48 23.9,667,1.2e-11,0,0.389,5BZCAT
335,5BZQJ0112-6634 ,01 12 18.9,-66 34 45.08,450,3.73e-12,0,1.189,5BZCAT
336,3HSPJ011314.3-190807.8,01 13 14.32,-19 08 07.8,23.4,0,15.1,0,3HSP
337,5BZQJ0113-3551 ,01 13 15.84,-35 51 47.91,180,3.54e-12,0,1.22,5BZCAT
338,5BZGJ0113+0222 ,01 13 43.13,+02 22 17.18,491,3.15e-12,0,0.047,5BZCAT
339,5BZQJ0113+1324 ,01 13 54.5,+13 24 52.41,248,0,0,0.685,5BZCAT
340,3HSPJ011231.4-750617.8,01 12 31.38,-75 06 17.78,18.4,2.04e-12,15.8,0.3,3HSP
341,4FGLJ0115.1+2622 ,01 14 51.43,+26 23 21.3,7.1,2.03e-12,0,0,Fermi 4LAC
342,5BZBJ0114+1325 ,01 14 52.77,+13 25 37.41,63,1.28e-11,0,0,5BZCAT
343,5BZBJ0115-3400 ,01 15 01.72,-34 00 27.21,6,1.74e-12,17.9,0.482,5BZCAT
344,5BZQJ0115-0127 ,01 15 17.1,-01 27 04.6,1076,4.88e-12,0,1.381,5BZCAT
345,3HSPJ011533.3-030333.5,01 15 33.35,-03 03 33.51,5.4,0,16,0.536,3HSP
346,5BZQJ0115-2804 ,01 15 23.87,-28 04 55.2,439,0,0,2.579,5BZCAT
347,5BZBJ0115+2519 ,01 15 46.14,+25 19 53.39,38,1.23e-11,15.7,0,5BZCAT
348,5BZBJ0115+0356 ,01 15 40.5,+03 56 43.29,99,1.37e-11,0,0,5BZCAT
349,5BZQJ0115-3049 ,01 15 46.42,-30 49 18.98,328,0,0,1.414,5BZCAT
350,3HSPJ011555.4-274431.4,01 15 55.44,-27 44 31.3,17.3,1.65e-12,17.2,0.7,3HSP
351,5BZQJ0116-1136 ,01 16 12.52,-11 36 15.4,1785,1.27e-11,0,0.671,5BZCAT
352,3HSPJ011637.0-281146.9,01 16 37.06,-28 11 46.89,54.1,1.56e-12,16.6,0.32,3HSP
353,5BZBJ0116-6153 ,01 16 19.61,-61 53 43.51,27,3.15e-12,0,0,5BZCAT
354,5BZQJ0117+1418 ,01 17 25.2,+14 18 12.31,173,0,0,0.839,5BZCAT
355,3HSPJ011724.3-222759.1,01 17 24.36,-22 27 59.11,4.8,0,17,0.116,3HSP
356,5BZBJ0117-2443 ,01 17 46.98,-24 43 33.7,10,1.08e-12,16.6,0.279,5BZCAT
357,5BZQJ0117-2111 ,01 17 48.78,-21 11 06.68,255,1.14e-11,0,1.49,5BZCAT
358,5BZQJ0117-3357 ,01 17 44.58,-33 57 05.0,415,0,0,0.647,5BZCAT
359,3HSPJ011823.2+324325.2,01 18 23.27,+32 43 25.21,21,0,15.9,0.112,3HSP
360,3HSPJ011831.4-142957.6,01 18 31.39,-14 29 57.51,29.6,0,15.4,0.42,3HSP
361,3HSPJ011828.7-511527.3,01 18 28.73,-51 15 27.21,0,0,16.3,0.248,3HSP
362,5BZQJ0118-2141 ,01 18 57.24,-21 41 30.01,447,3.15e-11,0,1.165,5BZCAT
363,3HSPJ011904.6-145858.4,01 19 04.61,-14 58 58.4,5.5,3.3e-12,16.1,0.29,3HSP
364,4FGLJ0119.6+4158 ,01 20 02.75,+42 00 13.89,256.7,1.65e-12,0,0,Fermi 4LAC
365,4FGLJ0119.9+4053 ,01 20 19.25,+40 53 29.11,66.1,1.25e-12,0,0,Fermi 4LAC
366,4FGLJ0119.4-5354 ,01 19 50.44,-53 57 17.78,1091,1.99e-12,0,0,Fermi 4LAC
367,3HSPJ012048.3+212853.9,01 20 48.3,+21 28 53.9,10.4,0,15.2,0.259,3HSP
368,5BZBJ0120-2701 ,01 20 31.66,-27 01 24.7,934,3.56e-11,0,0,5BZCAT
369,4FGLJ0121.7+5153 ,01 21 33.66,+51 55 57.21,8.5,1.62e-12,0,0,Fermi 3LAC
370,5BZQJ0121-2806 ,01 21 00.72,-28 06 22.1,122,0,0,3.119,5BZCAT
371,5BZQJ0121+1127 ,01 21 28.98,+11 27 00.5,46,0,0,2.487,5BZCAT
372,5BZQJ0121+1149 ,01 21 41.56,+11 49 50.48,1184,0,0,0.57,5BZCAT
373,5BZQJ0121+0422 ,01 21 56.86,+04 22 24.7,1066,0,0,0.637,5BZCAT
374,5BZQJ0122+0310 ,01 22 01.91,+03 10 02.49,98,0,0,4,5BZCAT
375,3HSPJ012152.6-391544.2,01 21 52.68,-39 15 44.2,17.1,2.61e-12,16.7,0.3,3HSP
376,3HSPJ012203.8-300509.3,01 22 03.78,-30 05 09.31,0,0,17,0.44,3HSP
377,5BZBJ0122+1510 ,01 22 27.36,+15 10 23.01,38,0,0,0,5BZCAT
378,5BZQJ0122+2502 ,01 22 38.81,+25 02 31.81,714,0,0,2.025,5BZCAT
379,5BZQJ0122-0935 ,01 22 48.06,-09 35 47.0,37,0,0,0.784,5BZCAT
380,5BZBJ0123+3420 ,01 23 08.63,+34 20 48.51,44,3.24e-12,18,0.272,5BZCAT
381,5BZGJ0123+4210 ,01 23 40.49,+42 10 06.81,20,0,17.8,0.186,5BZCAT
382,5BZQJ0123+2615 ,01 23 43.02,+26 15 22.28,183,0,0,0.849,5BZCAT
383,5BZBJ0123-2310 ,01 23 38.34,-23 10 58.51,27,6.48e-12,17.3,0.404,5BZCAT
384,5BZBJ0124+3249 ,01 24 30.54,+32 49 46.3,14,0,16.5,0,5BZCAT
385,5BZBJ0124+0918 ,01 24 44.52,+09 18 49.21,2,0,0,0.338,5BZCAT
386,5BZQJ0124+2805 ,01 24 55.86,+28 05 11.4,217,0,0,0.71,5BZCAT
387,5BZBJ0124-0625 ,01 24 50.46,-06 25 00.91,41,2.97e-12,0,0,5BZCAT
388,3HSPJ012443.7-314342.8,01 24 43.72,-31 43 42.81,13.5,0,17.1,0.4,3HSP
389,5BZQJ0125+0146 ,01 25 05.5,+01 46 26.9,187,0,0,1.559,5BZCAT
390,5BZQJ0124-5113 ,01 24 57.35,-51 13 16.49,251,0,0,1.104,5BZCAT
391,5BZQJ0125-0005 ,01 25 28.84,-00 05 55.89,1540,0,0,1.077,5BZCAT
392,5BZBJ0125-2549 ,01 25 18.83,-25 49 04.4,166,6.44e-12,0,0,5BZCAT
393,3HSPJ012523.5-292047.3,01 25 23.5,-29 20 47.18,5.4,0,16,0.63,3HSP
394,5BZQJ0126-2222 ,01 26 15.0,-22 22 33.6,612,6.84e-12,0,0.717,5BZCAT
395,5BZQJ0126+2559 ,01 26 42.78,+25 59 01.21,1003,0,0,2.358,5BZCAT
396,5BZBJ0126+3307 ,01 26 57.23,+33 07 30.21,7,1.64e-12,16.8,0,5BZCAT
397,3HSPJ012629.5-350505.5,01 26 29.56,-35 05 05.49,5.7,0,15.5,0.48,3HSP
398,3HSPJ012652.1+003308.4,01 26 52.15,+00 33 08.31,0,0,16.7,0.67,3HSP
399,5BZBJ0127-0151 ,01 27 11.06,-01 51 53.71,17,0,0,0,5BZCAT
400,3HSPJ012713.9+032300.7,01 27 13.92,+03 23 00.7,16.1,6.83e-12,15.5,0,3HSP
401,3HSPJ012722.1+211442.0,01 27 22.09,+21 14 42.0,10,0,16.3,0.35,3HSP
402,5BZBJ0127-0821 ,01 27 16.31,-08 21 28.9,112,7.78e-12,0,0.36,5BZCAT
403,5BZGJ0128+4901 ,01 28 08.04,+49 01 05.91,206,3.76e-12,0,0.067,5BZCAT
404,4FGLJ0127.4-4813 ,01 27 14.82,-48 13 32.01,80.8,2.06e-12,0,0,Fermi 4LAC
405,5BZBJ0127-0013 ,01 27 50.82,-00 13 46.59,7,0,15.6,0.44,5BZCAT
406,4FGLJ0128.2+4400 ,01 28 26.02,+44 04 30.39,73.9,2.32e-12,0,0,Fermi 4LAC
407,5BZUJ0128+4439 ,01 28 41.33,+44 39 18.0,40,1.58e-12,0,0.228,5BZCAT
408,4FGLJ0140.6+8736 ,01 39 12.34,+87 37 57.61,11.6,2.81e-12,0,0,Fermi 3LAC
409,3HSPJ012917.9-034402.1,01 29 17.92,-03 44 02.11,4.1,0,17.3,0.43,3HSP
410,4FGLJ0129.7+3436 ,01 29 43.47,+34 36 58.71,89.8,2.59e-12,0,0,Fermi 4LAC
411,5BZBJ0127-8108 ,01 27 10.2,-81 08 20.61,1075,0,0,0,5BZCAT
412,5BZQJ0130-1019 ,01 30 08.88,-10 19 07.71,101,0,0,1.005,5BZCAT
413,5BZBJ0131+6120 ,01 31 07.21,+61 20 33.39,20,1.75e-11,16.5,0,5BZCAT
414,4FGLJ0130.6+1844 ,01 30 30.64,+18 43 21.79,86.4,2.53e-12,0,0,Fermi 4LAC
415,5BZQJ0130+0842 ,01 30 27.64,+08 42 46.11,210,0,0,0.725,5BZCAT
416,3HSPJ013025.7-212838.9,01 30 25.73,-21 28 38.78,37.5,1.74e-12,15.1,0.3,3HSP
417,3HSPJ013113.8+554513.0,01 31 13.8,+55 45 12.99,175,5.64e-12,15.1,0.036,3HSP
418,5BZQJ0131+3834 ,01 31 26.7,+38 34 39.1,185,0,0,1.277,5BZCAT
419,4FGLJ0132.8+4324 ,01 32 44.11,+43 25 32.59,151,3e-12,0,0,Fermi 3LAC
420,3HSPJ013241.1-080404.9,01 32 41.13,-08 04 04.9,307.6,2.89e-12,15.9,0.149,3HSP
421,5BZQJ0132-1654 ,01 32 43.45,-16 54 48.31,830,2.17e-11,0,1.02,5BZCAT
422,3HSPJ013312.1-351916.6,01 33 12.12,-35 19 16.6,11.1,0,16.5,0.174,3HSP
423, 3FGLJ0135.0+6927 ,01 34 40.75,+69 25 10.81,0,0,0,0,Fermi 3LAC
424,5BZBJ0133-4414 ,01 33 06.36,-44 14 21.4,65,3.62e-12,0,0,5BZCAT
425,3HSPJ013309.2-453524.0,01 33 09.28,-45 35 24.0,16.1,9.7e-13,15.8,0,3HSP
426,5BZUJ0133-5200 ,01 33 05.76,-52 00 03.81,352,9.92e-12,0,0,5BZCAT
427,5BZBJ0134+2638 ,01 34 28.19,+26 38 42.9,31,9.46e-12,15.7,0,5BZCAT
428,5BZQJ0134-3843 ,01 34 32.03,-38 43 33.31,569,2.28e-12,0,2.14,5BZCAT
429,3HSPJ013507.0+025542.6,01 35 07.03,+02 55 42.6,22,1.49e-12,16.4,0.372,3HSP
430,3HSPJ013523.6-272813.1,01 35 23.62,-27 28 13.0,8.4,0,17,0.248,3HSP
431,5BZQJ0135-2008 ,01 35 37.5,-20 08 45.81,559,0,0,1.141,5BZCAT
432,3HSPJ013548.7-201347.0,01 35 48.72,-20 13 46.88,2.6,0,15.4,0.37,3HSP
433,5BZBJ0136+3905 ,01 36 32.58,+39 05 59.2,60,5.33e-11,16.1,0,5BZCAT
434,3HSPJ013626.6+302011.7,01 36 26.69,+30 20 11.61,3.6,0,15.6,0.33,3HSP
435,5BZQJ0136+4751 ,01 36 58.59,+47 51 29.01,1138,4.45e-11,0,0.859,5BZCAT
436,5BZQJ0136-4044 ,01 36 06.6,-40 44 19.89,123,0,0,0.649,5BZCAT
437,5BZQJ0137+3122 ,01 37 08.72,+31 22 35.79,417,0,0,1.716,5BZCAT
438,5BZBJ0137+5814 ,01 37 50.46,+58 14 11.18,171,1.57e-11,16.2,0,5BZCAT
439,3HSPJ013801.1+224808.7,01 38 01.12,+22 48 08.71,42.3,4.59e-12,15.5,0.26,3HSP
440,5BZQJ0137-2430 ,01 37 38.34,-24 30 53.78,1181,1.64e-11,0,0.835,5BZCAT
441,3HSPJ013803.7-215530.9,01 38 03.72,-21 55 30.89,17.7,0,17.5,0.25,3HSP
442,5BZBJ0138-1754 ,01 38 11.69,-17 54 13.6,17,0,0,0.53,5BZCAT
443,3HSPJ013834.5+245837.4,01 38 34.54,+24 58 37.3,12,0,16.9,0.55,3HSP
444,5BZQJ0138-2711 ,01 38 09.82,-27 11 27.81,261,0,0,2.999,5BZCAT
445,4FGLJ0139.0+2601 ,01 38 59.14,+26 00 15.69,129.5,2.36e-12,0,0,Fermi 4LAC
446,5BZQJ0138-0540 ,01 38 51.84,-05 40 08.11,263,0,0,2.004,5BZCAT
447,4FGLJ0138.5-4613 ,01 38 34.01,-46 14 15.5,77.9,3.35e-12,0,0,Fermi 4LAC
448,5BZQJ0138-2254 ,01 38 57.47,-22 54 47.3,512,0,0,1.895,5BZCAT
449,5BZQJ0140-1532 ,01 40 04.43,-15 32 55.71,233,0,0,0.819,5BZCAT
450,5BZBJ0140-0758 ,01 40 40.86,-07 58 49.11,25,2.02e-12,16.6,0,5BZCAT
451,5BZBJ0141-0928 ,01 41 25.82,-09 28 43.71,657,2.09e-11,0,0.73,5BZCAT
452,5BZUJ0141+3923 ,01 41 57.75,+39 23 29.11,117,0,0,0.08,5BZCAT
453,5BZQJ0141-0202 ,01 41 33.78,-02 02 21.51,126,0,0,1.281,5BZCAT
454,5BZQJ0143+4129 ,01 43 03.17,+41 29 20.39,184,0,0,0.824,5BZCAT
455,5BZBJ0142-0544 ,01 42 38.87,-05 44 01.21,456,2.01e-12,0,0,5BZCAT
456,4FGLJ0151.3+8601 ,01 49 35.25,+86 01 15.31,96,3.92e-12,0,0,Fermi 3LAC
457,5BZUJ0143-3200 ,01 43 10.13,-32 00 56.69,76,1.45e-12,0,0.375,5BZCAT
458,4FGLJ0143.1-3622 ,01 43 08.76,-36 22 58.4,154.2,3.2e-12,0,0,Fermi 4LAC
459,3HSPJ014347.1-012609.6,01 43 47.15,-01 26 09.59,10.2,0,16,0.6,3HSP
460,5BZBJ0144+2705 ,01 44 33.54,+27 05 03.01,217,5.33e-11,0,0,5BZCAT
461,5BZQJ0143-6813 ,01 43 19.2,-68 13 27.08,20,0,0,1.223,5BZCAT
462,5BZBJ0143-5845 ,01 43 47.4,-58 45 51.4,28,1.43e-11,16.7,0,5BZCAT
463,3HSPJ014357.9-651227.5,01 43 57.9,-65 12 27.5,18,0,16,0.36,3HSP
464,5BZQJ0145-2733 ,01 45 03.37,-27 33 34.3,923,1.21e-11,0,1.148,5BZCAT
465,3HSPJ014522.8+045129.3,01 45 22.88,+04 51 29.3,7.7,0,15.2,0.35,3HSP
466,3HSPJ014558.0+213504.2,01 45 57.99,+21 35 04.19,5.8,0,17,0.274,3HSP
467,4FGLJ0146.3+4606 ,01 46 26.51,+46 06 17.78,162,2.18e-12,0,0,Fermi 4LAC
468,3HSPJ014557.6-282620.6,01 45 57.65,-28 26 20.5,3.9,0,16.1,0.64,3HSP
469,5BZGJ0146-0551 ,01 46 16.2,-05 51 10.51,405,0,0,0.499,5BZCAT
470,3HSPJ014620.2-024254.0,01 46 20.2,-02 42 53.99,4.2,0,16.5,0.529,3HSP
471,5BZQJ0146-2727 ,01 46 40.26,-27 27 40.21,70,0,0,1.732,5BZCAT
472,4FGLJ0146.0-6746 ,01 45 55.02,-67 46 47.2,36.1,4.67e-12,0,0,Fermi 3LAC
473,3HSPJ014715.8-000818.6,01 47 15.84,-00 08 18.6,5,0,16.9,0.473,3HSP
474,5BZGJ0146-5202 ,01 46 48.58,-52 02 33.5,324,3.43e-12,15,0.098,5BZCAT
475,3HSPJ014748.7+203715.5,01 47 48.7,+20 37 15.38,15.2,0,16.5,0.33,3HSP
476,3HSPJ014820.3+520204.9,01 48 20.33,+52 02 04.81,44.5,6.52e-12,15,0.24,3HSP
477,5BZQJ0148+3854 ,01 48 24.36,+38 54 05.11,345,0,0,1.442,5BZCAT
478,4FGLJ0147.7-1321 ,01 48 04.68,-13 20 19.39,22.5,1.43e-12,0,0,Fermi 4LAC
479,5BZQJ0148+4215 ,01 48 44.57,+42 15 19.4,55,0,0,3.242,5BZCAT
480,5BZGJ0148+1402 ,01 48 29.7,+14 02 17.91,44,0,0,0.125,5BZCAT
481,5BZBJ0148+0129 ,01 48 33.78,+01 29 01.21,88,3.12e-12,15.4,0,5BZCAT
482,3HSPJ014753.6-602811.7,01 47 53.64,-60 28 11.71,8.9,0,16.3,0.38,3HSP
483,3HSPJ014918.2+203029.3,01 49 18.24,+20 30 29.3,42.7,0,15,0,3HSP
484,5BZQJ0149+0555 ,01 49 22.37,+05 55 53.61,906,0,0,2.345,5BZCAT
485,4FGLJ0149.6-0734 ,01 49 34.02,-07 33 17.1,81.2,1.42e-12,0,0,Fermi 4LAC
486,5BZQJ0149+1857 ,01 49 49.72,+18 57 20.48,287,0,0,0.584,5BZCAT
487,4FGLJ0151.0+0539 ,01 51 01.8,+05 40 34.28,175.9,2.65e-12,0,0,Fermi 3LAC
488,5BZBJ0153+7517 ,01 53 07.36,+75 17 42.79,21,5.36e-12,15.9,0,5BZCAT
489,5BZQJ0151+2744 ,01 51 27.14,+27 44 41.71,893,0,0,1.26,5BZCAT
490,3HSPJ015044.5-545005.0,01 50 44.5,-54 50 04.88,43.8,1.69e-12,15.8,0.28,3HSP
491,5BZQJ0151-3435 ,01 51 23.47,-34 35 13.88,147,0,0,1.31,5BZCAT
492,4FGLJ0152.2+3714 ,01 52 12.22,+37 16 05.59,333.9,3.1e-12,0,0,Fermi 3LAC
493,4FGLJ0151.4-3607 ,01 51 27.43,-36 06 17.49,49.7,2.29e-12,0,0,Fermi 3LAC
494,5BZGJ0153+7115 ,01 53 25.85,+71 15 06.4,578,3.85e-12,15,0.022,5BZCAT
495,3HSPJ015219.8+364017.7,01 52 19.85,+36 40 17.61,18.1,0,16.3,0.21,3HSP
496,5BZQJ0152+2207 ,01 52 18.06,+22 07 07.71,1042,7.33e-12,0,1.32,5BZCAT
497,5BZGJ0152+0147 ,01 52 39.59,+01 47 17.19,61,1e-11,15.9,0.08,5BZCAT
498,5BZQJ0152-1412 ,01 52 31.98,-14 12 39.31,745,0,0,1.35,5BZCAT
499,5BZQJ0152-2942 ,01 52 33.68,-29 42 47.91,226,0,0,1.221,5BZCAT
500,3HSPJ015313.1-110627.1,01 53 13.15,-11 06 27.1,7.7,0,16,0.32,3HSP
501,5BZQJ0153-3310 ,01 53 10.12,-33 10 25.89,1186,0,0,0.61,5BZCAT
502,5BZGJ0153-0118 ,01 53 34.32,-01 18 08.31,106,0,0,0.245,5BZCAT
503,5BZBJ0154+0823 ,01 54 02.76,+08 23 51.1,207,1.57e-11,15.1,0,5BZCAT
504,5BZQJ0154+4743 ,01 54 56.28,+47 43 26.5,275,0,0,1.026,5BZCAT
505,5BZBJ0154+4433 ,01 54 54.46,+44 33 37.9,37,3.4e-12,0,0,5BZCAT
506,4FGLJ0154.3-0236 ,01 54 22.79,-02 34 53.68,194.2,2.36e-12,0,0,Fermi 4LAC
507,5BZQJ0154-1346 ,01 54 29.34,-13 46 35.5,74,0,0,1.01,5BZCAT
508,5BZQJ0154-5107 ,01 54 19.63,-51 07 51.38,447,0,0,1.582,5BZCAT
509,5BZQJ0155+0438 ,01 55 03.72,+04 38 30.3,323,0,0,1.132,5BZCAT
510,5BZQJ0157+7442 ,01 57 34.96,+74 42 43.2,1801,0,0,2.341,5BZCAT
511,5BZQJ0155+2230 ,01 55 58.92,+22 30 11.91,253,0,0,1.456,5BZCAT
512,3HSPJ015553.6+053309.7,01 55 53.64,+05 33 09.61,3.8,0,15.2,0,3HSP
